WigleWifi-1.4,appRelease=2.25,model=LG-D722,release=5.0.2,device=jagnm,display=LRX22G.A1442060254,board=MSM8226,brand=lge,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:15:44:58,Ariel_University,[ESS],2017-11-02 20:14:49,11,-88,32.10462069,35.20985785,693,30,WIFI
00:18:25:01:72:40,Coolnet-Hotspot,[ESS],2017-11-02 20:14:49,4,-93,32.10462069,35.20985785,693,30,WIFI
00:11:6b:11:7d:c7,yosh,[ESS],2017-11-02 20:14:49,13,-95,32.10462069,35.20985785,693,30,WIFI
1c:b9:c4:16:2d:e8,Ariel_University,[ESS],2017-11-02 20:14:49,11,-87,32.10462069,35.20985785,693,30,WIFI
1c:b9:c4:15:20:38,Ariel_University,[ESS],2017-11-02 20:14:49,11,-92,32.10462069,35.20985785,693,30,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-11-02 20:14:49,6,-95,32.10462069,35.20985785,693,30,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:14:49,0,-113,32.10462069,35.20985785,693,30,GSM
24:c9:a1:36:52:d8,Ariel_University,[ESS],2017-11-02 20:14:49,11,-98,32.10462069,35.20985785,693,30,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS],2017-11-02 20:15:21,11,-96,32.1046876,35.21038942,689,38,WIFI
1c:b9:c4:15:25:48,Ariel_University,[ESS],2017-11-02 20:15:21,1,-98,32.1046876,35.21038942,689,38,WIFI
c4:12:f5:fd:6a:74,mati-sh1,[WPA2-PSK-CCMP][ESS],2017-11-02 20:15:21,9,-95,32.1046876,35.21038942,689,38,WIFI
8c:0c:90:2f:36:58,Ariel_University,[ESS],2017-11-02 20:15:21,1,-92,32.1046876,35.21038942,689,38,WIFI
1c:b9:c4:15:42:68,Ariel_University,[ESS],2017-11-02 20:15:21,11,-93,32.1046876,35.21038942,689,38,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-11-02 20:15:21,6,-90,32.1046876,35.21038942,689,38,WIFI
1c:b9:c4:14:30:08,Ariel_University,[ESS],2017-11-02 20:15:21,1,-95,32.1046876,35.21038942,689,38,WIFI
1c:b9:c4:14:30:08,Ariel_University,[ESS],2017-11-02 20:15:43,1,-88,32.10498476,35.21053946,688,34,WIFI
00:11:6b:11:7e:0c,yosh,[ESS],2017-11-02 20:15:43,1,-92,32.10498476,35.21053946,688,34,WIFI
00:1a:dd:f5:ce:05,Afikim_Wifi,[ESS],2017-11-02 20:15:43,9,-96,32.10498476,35.21053946,688,34,WIFI
1c:b9:c4:14:2b:c8,Ariel_University,[ESS],2017-11-02 20:15:43,11,-95,32.10498476,35.21053946,688,34,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-02 20:15:43,11,-92,32.10498476,35.21053946,688,34,WIFI
1c:b9:c4:14:2b:c8,Ariel_University,[ESS],2017-11-02 20:15:43,11,-90,32.10498476,35.21053946,688,34,WIFI
1c:b9:c4:15:36:98,Ariel_University,[ESS],2017-11-02 20:16:16,6,-90,32.10496456,35.21089425,706,26,WIFI
1c:b9:c4:16:2b:e8,Ariel_University,[ESS],2017-11-02 20:16:16,6,-92,32.10496456,35.21089425,706,26,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:16:16,0,-113,32.10496456,35.21089425,706,26,GSM
1c:b9:c4:15:36:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-91,32.10462069,35.20985785,0,104.990333557129,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-99,32.10462069,35.20985785,0,104.990333557129,WIFI
1c:b9:c4:16:2b:e8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-90,32.10462069,35.20985785,0,104.990333557129,WIFI
1c:b9:c4:15:36:98,Ariel_University,[ESS],2017-11-02 20:16:16,6,-91,32.10496456,35.21089425,706,26,WIFI
1c:b9:c4:16:2b:e8,Ariel_University,[ESS],2017-11-02 20:16:16,6,-86,32.10496456,35.21089425,706,26,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-02 20:16:16,6,-91,32.10496456,35.21089425,706,26,WIFI
1c:b9:c4:14:2b:c8,Ariel_University,[ESS],2017-11-02 20:16:48,11,-87,32.10501062,35.21199709,704,41,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-02 20:16:48,6,-92,32.10501062,35.21199709,704,41,WIFI
ec:8c:a2:08:79:a8,Ariel_University,[ESS],2017-11-02 20:16:48,1,-88,32.10501062,35.21199709,704,41,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-02 20:16:48,11,-92,32.10501062,35.21199709,704,41,WIFI
1c:b9:c4:14:36:f8,Ariel_University,[ESS],2017-11-02 20:16:48,6,-95,32.10501062,35.21199709,704,41,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],2017-11-02 20:16:48,11,-89,32.10501062,35.21199709,704,41,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:16:48,0,-113,32.10501062,35.21199709,704,41,GSM
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-02 20:17:20,11,-81,32.1045789,35.21148504,672,33,WIFI
8c:0c:90:2e:e8:18,Ariel_University,[ESS],2017-11-02 20:17:20,6,-91,32.1045789,35.21148504,672,33,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-02 20:17:49,1,-81,32.10401534,35.21135479,669,42,WIFI
1c:b9:c4:14:36:f8,Ariel_University,[ESS],2017-11-02 20:17:49,6,-81,32.10401534,35.21135479,669,42,WIFI
1c:b9:c4:16:06:b8,Ariel_University,[ESS],2017-11-02 20:17:49,11,-92,32.10401534,35.21135479,669,42,WIFI
1c:b9:c4:15:ed:38,Ariel_University,[ESS],2017-11-02 20:17:49,6,-94,32.10401534,35.21135479,669,42,WIFI
8c:0c:90:2e:e8:18,Ariel_University,[ESS],2017-11-02 20:17:49,6,-84,32.10401534,35.21135479,669,42,WIFI
1c:b9:c4:16:06:b8,Ariel_University,[ESS],2017-11-02 20:17:49,11,-83,32.10401534,35.21135479,669,42,WIFI
8c:0c:90:2e:e8:18,Ariel_University,[ESS],2017-11-02 20:17:49,6,-75,32.10401534,35.21135479,669,42,WIFI
1c:b9:c4:15:ed:38,Ariel_University,[ESS],2017-11-02 20:17:49,6,-85,32.10401534,35.21135479,669,42,WIFI
30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:17:49,6,-93,32.10401534,35.21135479,669,42,WIFI
8c:0c:90:2d:34:38,Ariel_University,[ESS],2017-11-02 20:17:49,11,-89,32.10401534,35.21135479,669,42,WIFI
1c:b9:c4:16:06:b8,Ariel_University,[ESS],2017-11-02 20:18:21,11,-77,32.10392834,35.21112756,670,49,WIFI
8c:0c:90:2d:34:38,Ariel_University,[ESS],2017-11-02 20:18:21,11,-82,32.10392834,35.21112756,670,49,WIFI
24:79:2a:2c:61:68,Ariel_University,[ESS],2017-11-02 20:18:21,6,-90,32.10392834,35.21112756,670,49,WIFI
8c:0c:90:2e:16:88,Ariel_University,[ESS],2017-11-02 20:18:21,1,-98,32.10392834,35.21112756,670,49,WIFI
c8:be:19:07:77:b9,Bezeq-N_0777b8,[ESS],2017-11-02 20:18:21,11,-89,32.10392834,35.21112756,670,49,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:18:21,0,-113,32.10392834,35.21112756,670,49,GSM
3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:18:56,6,-88,32.10379702,35.21041236,668,46,WIFI
1c:b9:c4:15:fd:48,Ariel_University,[ESS],2017-11-02 20:18:56,1,-91,32.10379702,35.21041236,668,46,WIFI
d8:5d:4c:9e:69:22,AUC_4_2_24,[ESS],2017-11-02 20:18:56,1,-94,32.10379702,35.21041236,668,46,WIFI
24:79:2a:2c:5c:18,Ariel_University,[ESS],2017-11-02 20:18:56,11,-92,32.10379702,35.21041236,668,46,WIFI
24:79:2a:2b:bd:88,Ariel_University,[ESS],2017-11-02 20:18:56,11,-96,32.10379702,35.21041236,668,46,WIFI
24:79:2a:2b:07:b8,Ariel_University,[ESS],2017-11-02 20:18:56,11,-89,32.10379702,35.21041236,668,46,WIFI
24:79:2a:2c:5b:d8,Ariel_University,[ESS],2017-11-02 20:18:56,1,-98,32.10379702,35.21041236,668,46,WIFI
1c:b9:c4:16:06:b8,Ariel_University,[ESS],2017-11-02 20:19:20,11,-77,32.10360519,35.20983374,680,45,WIFI
24:79:2a:2b:bd:88,Ariel_University,[ESS],2017-11-02 20:19:20,11,-90,32.10360519,35.20983374,680,45,WIFI
30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:19:20,6,-91,32.10360519,35.20983374,680,45,WIFI
1c:b9:c4:15:ed:b8,IT-MNG,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 20:19:20,1,-95,32.10360519,35.20983374,680,45,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS],2017-11-02 20:19:20,11,-95,32.10360519,35.20983374,680,45,WIFI
3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:19:20,6,-94,32.10360519,35.20983374,680,45,WIFI
a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:19:20,6,-99,32.10360519,35.20983374,680,45,WIFI
00:1d:aa:81:d8:3c,KCG-ADSL,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:19:20,3,-100,32.10360519,35.20983374,680,45,WIFI
1c:b9:c4:16:ed:48,Ariel_University,[ESS],2017-11-02 20:19:20,6,-87,32.10360519,35.20983374,680,45,WIFI
1c:b9:c4:12:af:78,Ariel_University,[ESS],2017-11-02 20:19:20,11,-89,32.10360519,35.20983374,680,45,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:19:20,0,-113,32.10360519,35.20983374,680,45,GSM
00:1d:aa:81:d8:3c,KCG-ADSL,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:19:20,3,-90,32.10360519,35.20983374,680,45,WIFI
1c:b9:c4:14:2b:88,Ariel_University,[ESS],2017-11-02 20:19:20,6,-91,32.10360519,35.20983374,680,45,WIFI
1c:b9:c4:16:f1:58,Ariel_University,[ESS],2017-11-02 20:19:20,6,-94,32.10360519,35.20983374,680,45,WIFI
1c:b9:c4:16:ed:38,Ariel_University,[ESS],2017-11-02 20:19:20,6,-95,32.10360519,35.20983374,680,45,WIFI
00:1d:aa:81:d8:3c,KCG-ADSL,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:19:49,3,-85,32.10315108,35.2096282,657,11,WIFI
1c:b9:c4:12:af:78,Ariel_University,[ESS],2017-11-02 20:19:49,11,-81,32.10315108,35.2096282,657,11,WIFI
d8:5d:4c:9e:69:22,AUC_4_2_24,[ESS],2017-11-02 20:19:49,1,-89,32.10315108,35.2096282,657,11,WIFI
1c:b9:c4:16:ed:38,Ariel_University,[ESS],2017-11-02 20:19:49,6,-88,32.10315108,35.2096282,657,11,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-02 20:19:49,9,-87,32.10315108,35.2096282,657,11,WIFI
8c:0c:90:2e:16:88,Ariel_University,[ESS],2017-11-02 20:19:49,1,-95,32.10315108,35.2096282,657,11,WIFI
1c:b9:c4:14:30:38,Ariel_University,[ESS],2017-11-02 20:19:49,1,-96,32.10315108,35.2096282,657,11,WIFI
1c:b9:c4:14:2c:38,Ariel_University,[ESS],2017-11-02 20:19:49,1,-97,32.10315108,35.2096282,657,11,WIFI
3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:19:49,6,-84,32.10315108,35.2096282,657,11,WIFI
00:1d:aa:81:d8:3c,KCG-ADSL,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 20:19:49,3,-76,32.10315108,35.2096282,657,11,WIFI
8c:0c:90:2e:16:88,Ariel_University,[ESS],2017-11-02 20:19:49,1,-89,32.10315108,35.2096282,657,11,WIFI
1c:b9:c4:15:ec:38,Ariel_University,[ESS],2017-11-02 20:19:49,6,-91,32.10315108,35.2096282,657,11,WIFI
1c:b9:c4:16:ed:38,Ariel_University,[ESS],2017-11-02 20:20:08,6,-81,32.10295372,35.20954575,676,19,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-02 20:20:36,9,-81,32.10271703,35.21001346,716,12,WIFI
1c:b9:c4:14:30:38,Ariel_University,[ESS],2017-11-02 20:20:36,1,-90,32.10271703,35.21001346,716,12,WIFI
1c:b9:c4:14:2c:38,Ariel_University,[ESS],2017-11-02 20:20:36,1,-92,32.10271703,35.21001346,716,12,WIFI
1c:b9:c4:16:ee:98,Ariel_University,[ESS],2017-11-02 20:20:36,6,-95,32.10271703,35.21001346,716,12,WIFI
00:18:25:12:72:f0,Coolnet-Hotspot,[ESS],2017-11-02 20:20:36,6,-94,32.10271703,35.21001346,716,12,WIFI
1c:b9:c4:16:11:a8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-92,32.10295372,35.20954575,0,51.3588600158691,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-95,32.10295372,35.20954575,0,51.3588600158691,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-02 20:21:16,9,-76,32.10264694,35.20994646,710,38,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS],2017-11-02 20:21:16,11,-95,32.10264694,35.20994646,710,38,WIFI
1c:b9:c4:15:1e:68,Ariel_University,[ESS],2017-11-02 20:21:16,1,-99,32.10264694,35.20994646,710,38,WIFI
1c:b9:c4:15:3d:68,Ariel_University,[ESS],2017-11-02 20:21:16,6,-90,32.10264694,35.20994646,710,38,WIFI
1c:b9:c4:16:ee:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-90,32.10278712,35.21008046,0,10.0199537277222,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-89,32.10278712,35.21008046,0,10.0199537277222,WIFI
1c:b9:c4:15:1e:68,Ariel_University,[ESS],1970-01-01 02:00:00,1,-93,32.10278712,35.21008046,0,10.0199537277222,WIFI
00:11:6b:11:02:b7,yosh,[ESS],1970-01-01 02:00:00,1,-96,32.10278712,35.21008046,0,10.0199537277222,WIFI
00:18:25:12:72:f0,Coolnet-Hotspot,[ESS],1970-01-01 02:00:00,6,-89,32.10271703,35.21001346,0,10.0199537277222,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS],2017-11-02 20:21:16,11,-95,32.10264694,35.20994646,710,38,WIFI
1c:b9:c4:15:1e:68,Ariel_University,[ESS],2017-11-02 20:21:16,1,-99,32.10264694,35.20994646,710,38,WIFI
1c:b9:c4:15:3d:58,Ariel_University,[ESS],2017-11-02 20:21:16,11,-102,32.10264694,35.20994646,710,38,WIFI
1c:b9:c4:15:3d:58,Ariel_University,[ESS],2017-11-02 20:21:38,11,-83,32.10262284,35.20993076,707,42,WIFI
a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:21:38,6,-95,32.10262284,35.20993076,707,42,WIFI
3c:52:82:ef:d4:56,DIRECT-55-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:21:38,6,-92,32.10262284,35.20993076,707,42,WIFI
a0:ab:1b:56:6e:de,ola,[WPA2-PSK-CCMP][ESS],2017-11-02 20:21:38,2,-94,32.10262284,35.20993076,707,42,WIFI
14:ae:db:4f:50:75,GuyEmily,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:21:38,11,-96,32.10262284,35.20993076,707,42,WIFI
1c:b9:c4:16:04:78,Ariel_University,[ESS],2017-11-02 20:21:38,11,-92,32.10262284,35.20993076,707,42,WIFI
1c:b9:c4:16:f1:98,Ariel_University,[ESS],2017-11-02 20:21:38,6,-96,32.10262284,35.20993076,707,42,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10271703,35.21001346,0,13.0392141342163,WIFI
30:e1:71:0f:a2:72,DIRECT-71-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:21:38,6,-97,32.10262284,35.20993076,707,42,WIFI
1c:b9:c4:15:ed:78,Ariel_University,[ESS],2017-11-02 20:21:38,1,-88,32.10262284,35.20993076,707,42,WIFI
ec:8c:a2:26:b1:78,Ariel_University,[ESS],2017-11-02 20:21:38,1,-92,32.10262284,35.20993076,707,42,WIFI
1c:b9:c4:16:f1:48,Ariel_University,[ESS],2017-11-02 20:21:38,1,-92,32.10262284,35.20993076,707,42,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-02 20:21:38,6,-92,32.10262284,35.20993076,707,42,WIFI
1c:b9:c4:16:11:a8,Ariel_University,[ESS],2017-11-02 20:21:38,11,-94,32.10262284,35.20993076,707,42,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS],2017-11-02 20:22:07,11,-90,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:15:3d:58,Ariel_University,[ESS],2017-11-02 20:22:07,11,-78,32.10206831,35.20931923,727,39,WIFI
3c:52:82:ef:d4:56,DIRECT-55-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:22:07,6,-86,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:16:04:78,Ariel_University,[ESS],2017-11-02 20:22:07,11,-76,32.10206831,35.20931923,727,39,WIFI
30:e1:71:0f:a2:72,DIRECT-71-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:22:07,6,-91,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-02 20:22:07,6,-85,32.10206831,35.20931923,727,39,WIFI
fc:3f:db:9c:36:3d,DIRECT-5C-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:22:07,6,-92,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:15:1b:88,Ariel_University,[ESS],2017-11-02 20:22:07,6,-87,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:14:2b:d8,Ariel_University,[ESS],2017-11-02 20:22:07,11,-96,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS],2017-11-02 20:22:07,11,-94,32.10206831,35.20931923,727,39,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:22:07,0,-113,32.10206831,35.20931923,727,39,GSM
a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-80,32.10271703,35.21001346,0,97.3063278198242,WIFI
a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-02 20:22:07,6,-83,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:15:ed:78,Ariel_University,[ESS],2017-11-02 20:22:07,1,-81,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:14:2b:d8,Ariel_University,[ESS],2017-11-02 20:22:07,11,-89,32.10206831,35.20931923,727,39,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-02 20:22:07,1,-96,32.10206831,35.20931923,727,39,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-02 20:22:37,6,-80,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:14:2b:d8,Ariel_University,[ESS],2017-11-02 20:22:37,11,-78,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:f1:98,Ariel_University,[ESS],2017-11-02 20:22:37,6,-82,32.10205838,35.20893944,698,24,WIFI
48:ee:0c:3e:86:dd,tachlit3,[WPA2-PSK-CCMP][ESS],2017-11-02 20:22:37,7,-89,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:28:f8,Ariel_University,[ESS],2017-11-02 20:22:37,6,-77,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:15:43:e8,Ariel_University,[ESS],2017-11-02 20:22:37,1,-88,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:14:33:c8,Ariel_University,[ESS],2017-11-02 20:22:37,11,-82,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:14:2c:18,Ariel_University,[ESS],2017-11-02 20:22:37,1,-90,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:f4:28,Ariel_University,[ESS],2017-11-02 20:22:37,11,-94,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:12:90:b8,Ariel_University,[ESS],2017-11-02 20:22:37,11,-88,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],2017-11-02 20:22:37,1,-88,32.10205838,35.20893944,698,24,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-02 20:22:37,9,-94,32.10205838,35.20893944,698,24,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-02 20:22:37,1,-83,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],2017-11-02 20:22:37,1,-83,32.10205838,35.20893944,698,24,WIFI
a0:ab:1b:60:b4:ca,36518749,[WPA2-PSK-CCMP][ESS],2017-11-02 20:22:37,5,-89,32.10205838,35.20893944,698,24,WIFI
62:ab:1b:60:b4:cb,Bezeq Free,[WPA2-PSK-CCMP][ESS],2017-11-02 20:22:37,5,-90,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-02 20:22:37,11,-95,32.10205838,35.20893944,698,24,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],2017-11-02 20:22:37,6,-98,32.10205838,35.20893944,698,24,WIFI
ec:8c:a2:26:b1:78,Ariel_University,[ESS],2017-11-02 20:22:37,1,-82,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:f4:28,Ariel_University,[ESS],2017-11-02 20:22:37,11,-88,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-02 20:22:37,11,-87,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],2017-11-02 20:22:37,1,-94,32.10205838,35.20893944,698,24,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],2017-11-02 20:23:09,6,-66,32.10239928,35.20883303,701,20,WIFI
1c:b9:c4:16:11:a8,Ariel_University,[ESS],2017-11-02 20:23:09,11,-92,32.10239928,35.20883303,701,20,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],2017-11-02 20:23:09,6,-87,32.10239928,35.20883303,701,20,WIFI
f8:d1:11:77:77:c6,HelpDesk,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:23:09,4,-90,32.10239928,35.20883303,701,20,WIFI
46:19:d7:34:8c:bd,SETUP,[IBSS],2017-11-02 20:23:09,11,-92,32.10239928,35.20883303,701,20,WIFI
1c:b9:c4:14:30:38,Ariel_University,[ESS],2017-11-02 20:23:09,1,-88,32.10239928,35.20883303,701,20,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],2017-11-02 20:23:39,1,-74,32.10301472,35.20876858,710,29,WIFI
8c:0c:90:2d:75:e8,Ariel_University,[ESS],2017-11-02 20:23:39,1,-84,32.10301472,35.20876858,710,29,WIFI
1c:b9:c4:16:28:f8,Ariel_University,[ESS],2017-11-02 20:24:09,6,-96,32.10325974,35.20874258,687,17,WIFI
1c:b9:c4:12:90:b8,Ariel_University,[ESS],2017-11-02 20:24:09,11,-89,32.10325974,35.20874258,687,17,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],2017-11-02 20:24:09,1,-92,32.10325974,35.20874258,687,17,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-02 20:24:09,11,-90,32.10325974,35.20874258,687,17,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS],2017-11-02 20:24:09,11,-81,32.10325974,35.20874258,687,17,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],2017-11-02 20:24:09,1,-93,32.10325974,35.20874258,687,17,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-02 20:24:09,0,-113,32.10325974,35.20874258,687,17,GSM
1c:b9:c4:12:90:b8,Ariel_University,[ESS],2017-11-02 20:24:09,11,-84,32.10325974,35.20874258,687,17,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],2017-11-02 20:24:09,11,-83,32.10325974,35.20874258,687,17,WIFI
c4:12:f5:85:12:7d,Si_2.4G,[WPA2-PSK-CCMP][ESS],2017-11-02 20:24:09,5,-97,32.10325974,35.20874258,687,17,WIFI
1c:b9:c4:16:f4:28,Ariel_University,[ESS],2017-11-02 20:24:09,11,-94,32.10325974,35.20874258,687,17,WIFI
14:ae:db:46:62:2d,Nadav,[WPA2-PSK-CCMP][ESS],2017-11-02 20:24:38,6,-96,32.10333887,35.20871648,691,45,WIFI
14:ae:db:58:0d:6d,__ery,[WPA2-PSK-CCMP][ESS],2017-11-02 20:24:38,6,-91,32.10333887,35.20871648,691,45,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],2017-11-02 20:24:38,1,-85,32.10333887,35.20871648,691,45,WIFI
ec:8c:a2:08:90:c8,Ariel_University,[ESS],2017-11-02 20:24:38,11,-93,32.10333887,35.20871648,691,45,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],2017-11-02 20:24:38,1,-95,32.10333887,35.20871648,691,45,WIFI
06:ae:db:55:a6:95,Netanel1610,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:24:38,5,-94,32.10333887,35.20871648,691,45,WIFI
14:ae:db:55:a6:95,Netanel,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 20:24:38,5,-96,32.10333887,35.20871648,691,45,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS],2017-11-02 20:25:06,1,-83,32.10331855,35.20871207,688,54,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS],2017-11-02 20:25:06,1,-87,32.10331855,35.20871207,688,54,WIFI
14:ae:db:46:62:2d,Nadav,[WPA2-PSK-CCMP][ESS],2017-11-02 20:25:06,6,-91,32.10331855,35.20871207,688,54,WIFI
a0:ab:1b:58:2c:06,dina,[WPA2-PSK-CCMP][ESS],2017-11-02 20:25:06,6,-95,32.10331855,35.20871207,688,54,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-02 20:25:06,6,-94,32.10331855,35.20871207,688,54,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-02 20:25:28,6,-88,32.10333329,35.20869387,684,36,WIFI
1c:b9:c4:14:33:c8,Ariel_University,[ESS],2017-11-02 20:25:28,11,-92,32.10333329,35.20869387,684,36,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],2017-11-02 20:25:28,11,-90,32.10333329,35.20869387,684,36,WIFI
